nid,changed_date,next_changed_date,field_value_old,field_value_new
53734,2019-03-13 11:00:03,2019-03-15 11:00:00,green,amber
53734,2019-03-15 11:00:00,,amber,green
53735,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53735,2019-03-01 15:30:00,,green,amber
53736,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53736,2019-03-01 15:30:00,,green,amber
53737,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53737,2019-03-01 15:30:00,,green,amber
53738,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53738,2019-03-01 15:30:00,,green,amber
53739,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53739,2019-03-01 15:30:00,,green,amber
53740,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53740,2019-03-01 15:30:00,,green,amber
53741,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53741,2019-03-01 15:30:00,,green,amber
53742,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53742,2019-03-01 15:30:00,,green,amber
53743,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53743,2019-03-01 15:30:00,,green,amber
53744,2019-01-22 04:00:01,2019-03-01 15:30:00,"",green
53744,2019-03-01 15:30:00,,green,amber
53745,2019-01-22 04:00:01,2019-02-18 12:30:01,"",green
53745,2019-02-18 12:30:01,2019-02-19 15:30:01,green,amber
53745,2019-02-19 15:30:01,2019-03-15 11:00:00,amber,green
53745,2019-03-15 11:00:00,2019-03-15 15:30:01,green,amber
53745,2019-03-15 15:30:01,,amber,red
53746,2019-01-22 04:00:01,2019-02-04 10:30:01,"",green
53746,2019-02-04 10:30:01,2019-02-06 15:30:00,green,amber
53746,2019-02-06 15:30:00,2019-03-14 15:30:00,amber,green
53746,2019-03-14 15:30:00,2019-04-04 08:30:00,green,amber
53746,2019-04-04 08:30:00,2019-05-30 14:30:04,amber,green
53746,2019-05-30 14:30:04,2019-06-04 13:00:11,green,amber
53746,2019-06-04 13:00:11,,amber,green
53747,2019-01-22 04:00:01,2019-03-15 09:30:00,"",green
53747,2019-03-15 09:30:00,2019-04-12 10:00:04,green,amber
53747,2019-04-12 10:00:04,2019-04-24 05:30:01,amber,green
53747,2019-04-24 05:30:01,2019-05-04 03:00:03,green,amber
53747,2019-05-04 03:00:03,,amber,green
53748,2019-01-23 09:47:43,2019-01-23 10:30:01,"",green
53748,2019-01-23 10:30:01,2019-01-24 04:00:01,green,amber
53748,2019-01-24 04:00:01,,amber,green
53749,2019-01-23 09:47:43,2019-01-28 17:00:01,"",green
53749,2019-01-28 17:00:01,2019-02-05 17:00:09,green,amber
53749,2019-02-05 17:00:09,,amber,red
53750,2019-01-23 20:30:02,2019-02-07 08:00:01,"",green
53750,2019-02-07 08:00:01,2019-02-22 11:00:01,green,amber
53750,2019-02-22 11:00:01,2019-02-28 09:30:01,amber,red
53750,2019-02-28 09:30:01,,red,green
53751,2019-01-23 20:30:02,2019-02-06 14:00:01,"",green
53751,2019-02-06 14:00:01,2019-02-14 12:30:01,green,amber
53751,2019-02-14 12:30:01,2019-02-14 14:00:00,amber,green
53751,2019-02-14 14:00:00,2019-03-12 15:30:00,green,amber
53751,2019-03-12 15:30:00,,amber,green
53752,2019-01-24 04:00:01,,"",green
53753,2019-01-24 04:00:01,2019-02-18 11:00:01,"",green
53753,2019-02-18 11:00:01,2019-03-05 12:30:00,green,amber
53753,2019-03-05 12:30:00,2019-04-04 10:00:01,amber,green
53753,2019-04-04 10:00:01,2019-04-09 08:30:00,green,amber
53753,2019-04-09 08:30:00,2019-04-11 11:30:06,amber,green
53753,2019-04-11 11:30:06,2019-04-18 14:30:00,green,amber
53753,2019-04-18 14:30:00,2019-05-10 13:00:09,amber,green
53753,2019-05-10 13:00:09,2019-06-12 03:00:02,green,amber
53753,2019-06-12 03:00:02,,amber,green
53754,2019-01-24 04:00:01,2019-03-28 14:00:01,"",green
53754,2019-03-28 14:00:01,2019-04-09 03:00:02,green,amber
53754,2019-04-09 03:00:02,,amber,green
53755,2019-01-24 04:00:01,,"",green
53756,2019-01-24 04:00:01,2019-03-28 14:00:01,"",green
53756,2019-03-28 14:00:01,2019-04-09 03:00:02,green,amber
53756,2019-04-09 03:00:02,,amber,green
53757,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53757,2019-02-05 20:30:01,,green,red
53758,2019-01-24 17:00:01,2019-01-30 17:00:01,"",green
53758,2019-01-30 17:00:01,,green,red
53759,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53759,2019-02-05 20:30:01,,green,red
53760,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53760,2019-02-05 20:30:01,,green,red
53761,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53761,2019-02-05 20:30:01,,green,red
53762,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53762,2019-02-05 20:30:01,,green,red
53763,2019-01-24 17:00:01,2019-01-30 17:00:01,"",green
53763,2019-01-30 17:00:01,,green,red
53764,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53764,2019-02-05 20:30:01,,green,red
53765,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53765,2019-02-05 20:30:01,,green,red
53766,2019-01-24 17:00:01,2019-01-29 17:00:01,"",green
53766,2019-01-29 17:00:01,2019-02-11 04:00:02,green,amber
53766,2019-02-11 04:00:02,2019-02-11 14:00:00,amber,green
53766,2019-02-11 14:00:00,2019-02-18 14:00:01,green,amber
53766,2019-02-18 14:00:01,2019-02-20 11:00:01,amber,green
53766,2019-02-20 11:00:01,2019-03-06 04:00:01,green,amber
53766,2019-03-06 04:00:01,2019-03-08 04:00:01,amber,green
53766,2019-03-08 04:00:01,2019-03-22 04:00:01,green,amber
53766,2019-03-22 04:00:01,2019-04-19 03:00:01,amber,red
53766,2019-04-19 03:00:01,,red,green
53767,2019-01-24 17:00:01,2019-02-06 12:30:00,"",green
53767,2019-02-06 12:30:00,2019-02-07 11:00:01,green,amber
53767,2019-02-07 11:00:01,2019-02-18 09:30:00,amber,green
53767,2019-02-18 09:30:00,2019-03-22 04:00:01,green,amber
53767,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53767,2019-06-13 03:00:02,,red,green
53768,2019-01-24 17:00:01,2019-02-01 10:30:01,"",green
53768,2019-02-01 10:30:01,2019-03-22 04:00:01,green,amber
53768,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53768,2019-06-13 03:00:02,,red,green
53769,2019-01-24 17:00:01,2019-01-28 17:00:01,"",green
53769,2019-01-28 17:00:01,2019-01-30 10:30:01,green,amber
53769,2019-01-30 10:30:01,2019-02-06 15:30:00,amber,green
53769,2019-02-06 15:30:00,2019-02-11 04:00:02,green,amber
53769,2019-02-11 04:00:02,2019-02-14 04:00:02,amber,green
53769,2019-02-14 04:00:02,2019-03-22 04:00:01,green,amber
53769,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53769,2019-06-13 03:00:02,,red,green
53770,2019-01-24 17:00:01,2019-02-01 10:30:01,"",green
53770,2019-02-01 10:30:01,2019-02-11 04:00:02,green,amber
53770,2019-02-11 04:00:02,2019-02-14 04:00:02,amber,green
53770,2019-02-14 04:00:02,2019-03-22 04:00:01,green,amber
53770,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53770,2019-06-13 03:00:02,,red,green
53771,2019-01-24 17:00:01,2019-01-30 17:00:01,"",green
53771,2019-01-30 17:00:01,2019-02-11 04:00:02,green,amber
53771,2019-02-11 04:00:02,2019-02-14 04:00:02,amber,green
53771,2019-02-14 04:00:02,2019-03-22 04:00:01,green,amber
53771,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53771,2019-06-13 03:00:02,,red,green
53772,2019-01-24 17:00:01,2019-01-29 17:00:01,"",green
53772,2019-01-29 17:00:01,2019-02-11 11:00:00,green,amber
53772,2019-02-11 11:00:00,2019-02-12 14:00:00,amber,green
53772,2019-02-12 14:00:00,2019-03-22 04:00:01,green,amber
53772,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53772,2019-06-13 03:00:02,,red,green
53773,2019-01-24 17:00:01,2019-01-29 17:00:01,"",green
53773,2019-01-29 17:00:01,2019-02-11 11:00:00,green,amber
53773,2019-02-11 11:00:00,2019-02-12 14:00:00,amber,green
53773,2019-02-12 14:00:00,2019-02-14 04:00:02,green,amber
53773,2019-02-14 04:00:02,2019-03-20 04:00:01,amber,green
53773,2019-03-20 04:00:01,2019-03-22 04:00:01,green,amber
53773,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53773,2019-06-13 03:00:02,,red,green
53774,2019-01-24 17:00:01,2019-02-11 15:30:01,"",green
53774,2019-02-11 15:30:01,2019-02-18 14:00:01,green,amber
53774,2019-02-18 14:00:01,2019-03-15 11:00:00,amber,green
53774,2019-03-15 11:00:00,2019-03-22 04:00:01,green,amber
53774,2019-03-22 04:00:01,2019-05-06 13:00:12,amber,red
53774,2019-05-06 13:00:12,,red,green
53775,2019-01-24 17:00:01,2019-02-01 10:30:01,"",green
53775,2019-02-01 10:30:01,2019-02-27 15:30:01,green,amber
53775,2019-02-27 15:30:01,2019-04-25 13:00:01,amber,green
53775,2019-04-25 13:00:01,2019-06-04 10:00:54,green,amber
53775,2019-06-04 10:00:54,2019-06-17 10:00:01,amber,green
53775,2019-06-17 10:00:01,,green,amber
53776,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53776,2019-02-05 20:30:01,2019-05-06 10:00:06,green,red
53776,2019-05-06 10:00:06,,red,green
53777,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53777,2019-02-05 20:30:01,,green,red
53778,2019-01-24 17:00:01,2019-02-05 20:30:01,"",green
53778,2019-02-05 20:30:01,2019-05-06 10:00:06,green,red
53778,2019-05-06 10:00:06,,red,green
53779,2019-01-24 17:00:01,2019-01-31 17:00:00,"",green
53779,2019-01-31 17:00:00,2019-03-22 04:00:01,green,amber
53779,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53779,2019-06-13 03:00:02,,red,green
53780,2019-01-25 04:00:02,2019-01-29 17:00:01,"",green
53780,2019-01-29 17:00:01,2019-02-11 04:00:02,green,amber
53780,2019-02-11 04:00:02,2019-02-12 14:00:00,amber,green
53780,2019-02-12 14:00:00,2019-03-05 14:00:01,green,amber
53780,2019-03-05 14:00:01,2019-03-08 04:00:01,amber,green
53780,2019-03-08 04:00:01,2019-03-08 15:30:00,green,amber
53780,2019-03-08 15:30:00,2019-03-20 04:00:01,amber,green
53780,2019-03-20 04:00:01,2019-03-22 04:00:01,green,amber
53780,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53780,2019-06-13 03:00:02,,red,green
53781,2019-01-25 17:00:01,,"",green
53782,2019-01-28 20:30:02,2019-02-18 11:00:01,"",green
53782,2019-02-18 11:00:01,2019-03-07 04:00:01,green,amber
53782,2019-03-07 04:00:01,,amber,red
53783,2019-01-28 20:30:02,2019-02-18 11:00:01,"",green
53783,2019-02-18 11:00:01,2019-03-05 12:30:00,green,amber
53783,2019-03-05 12:30:00,2019-04-04 10:00:01,amber,green
53783,2019-04-04 10:00:01,2019-04-17 03:00:01,green,amber
53783,2019-04-17 03:00:01,2019-05-07 13:00:08,amber,green
53783,2019-05-07 13:00:08,2019-05-20 07:00:00,green,amber
53783,2019-05-20 07:00:00,,amber,green
53784,2019-01-28 20:30:02,2019-02-18 11:00:01,"",green
53784,2019-02-18 11:00:01,2019-02-22 14:00:02,green,amber
53784,2019-02-22 14:00:02,2019-04-09 13:00:01,amber,green
53784,2019-04-09 13:00:01,2019-06-05 03:00:17,green,amber
53784,2019-06-05 03:00:17,,amber,red
53785,2019-01-28 20:30:02,2019-02-06 14:00:01,"",green
53785,2019-02-06 14:00:01,2019-02-07 04:00:02,green,amber
53785,2019-02-07 04:00:02,2019-03-14 15:30:00,amber,green
53785,2019-03-14 15:30:00,2019-04-04 08:30:00,green,amber
53785,2019-04-04 08:30:00,,amber,green
53786,2019-01-28 20:30:02,2019-02-06 14:00:01,"",green
53786,2019-02-06 14:00:01,2019-02-07 09:30:01,green,amber
53786,2019-02-07 09:30:01,2019-04-10 13:00:03,amber,green
53786,2019-04-10 13:00:03,2019-04-16 14:30:00,green,amber
53786,2019-04-16 14:30:00,2019-05-02 10:00:01,amber,green
53786,2019-05-02 10:00:01,2019-05-27 07:00:01,green,amber
53786,2019-05-27 07:00:01,,amber,green
53787,2019-01-28 20:30:02,2019-02-18 09:30:00,"",green
53787,2019-02-18 09:30:00,2019-03-05 12:30:00,green,amber
53787,2019-03-05 12:30:00,2019-05-07 08:30:07,amber,green
53787,2019-05-07 08:30:07,2019-06-12 03:00:02,green,amber
53787,2019-06-12 03:00:02,,amber,green
53788,2019-01-29 17:00:01,2019-01-31 17:00:00,"",green
53788,2019-01-31 17:00:00,2019-02-18 09:30:00,green,amber
53788,2019-02-18 09:30:00,2019-02-18 12:30:01,amber,green
53788,2019-02-18 12:30:01,2019-02-28 04:00:01,green,amber
53788,2019-02-28 04:00:01,,amber,red
53789,2019-01-29 17:00:01,2019-02-25 09:30:01,"",green
53789,2019-02-25 09:30:01,2019-03-04 09:30:00,green,amber
53789,2019-03-04 09:30:00,2019-03-15 11:00:00,amber,green
53789,2019-03-15 11:00:00,2019-03-25 15:30:00,green,amber
53789,2019-03-25 15:30:00,2019-04-10 03:00:01,amber,green
53789,2019-04-10 03:00:01,2019-05-09 10:00:09,green,amber
53789,2019-05-09 10:00:09,,amber,green
53790,2019-01-29 17:00:01,2019-02-06 14:00:01,"",green
53790,2019-02-06 14:00:01,2019-02-19 11:00:01,green,amber
53790,2019-02-19 11:00:01,,amber,red
53791,2019-01-31 04:00:00,2019-02-01 20:30:01,"",green
53791,2019-02-01 20:30:01,2019-02-11 04:00:02,green,amber
53791,2019-02-11 04:00:02,2019-02-14 04:00:02,amber,green
53791,2019-02-14 04:00:02,2019-03-22 04:00:01,green,amber
53791,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53791,2019-06-13 03:00:02,,red,green
53792,2019-01-31 04:00:00,2019-02-01 10:30:01,"",green
53792,2019-02-01 10:30:01,2019-02-07 15:30:01,green,amber
53792,2019-02-07 15:30:01,2019-02-11 12:30:00,amber,green
53792,2019-02-11 12:30:00,2019-03-22 04:00:01,green,amber
53792,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53792,2019-06-13 03:00:02,,red,green
53793,2019-01-31 04:00:00,2019-02-14 09:30:00,"",green
53793,2019-02-14 09:30:00,2019-02-25 04:00:02,green,amber
53793,2019-02-25 04:00:02,2019-03-28 09:30:01,amber,green
53793,2019-03-28 09:30:01,2019-03-28 15:30:01,green,amber
53793,2019-03-28 15:30:01,,amber,green
53794,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53794,2019-02-07 06:30:00,2019-02-15 12:30:05,green,amber
53794,2019-02-15 12:30:05,2019-02-18 09:30:00,amber,green
53794,2019-02-18 09:30:00,2019-02-20 14:00:01,green,amber
53794,2019-02-20 14:00:01,2019-03-28 09:30:01,amber,green
53794,2019-03-28 09:30:01,,green,amber
53795,2019-01-31 04:00:00,2019-02-12 09:30:00,"",green
53795,2019-02-12 09:30:00,2019-02-25 14:00:01,green,amber
53795,2019-02-25 14:00:01,,amber,red
53796,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53796,2019-02-07 06:30:00,2019-02-11 04:00:02,green,amber
53796,2019-02-11 04:00:02,2019-02-14 09:30:00,amber,green
53796,2019-02-14 09:30:00,2019-02-25 09:30:01,green,amber
53796,2019-02-25 09:30:01,2019-03-28 09:30:01,amber,green
53796,2019-03-28 09:30:01,2019-04-01 08:30:01,green,amber
53796,2019-04-01 08:30:01,,amber,green
53797,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53797,2019-02-07 06:30:00,2019-02-08 06:30:00,green,amber
53797,2019-02-08 06:30:00,2019-02-14 09:30:00,amber,green
53797,2019-02-14 09:30:00,2019-02-25 09:30:01,green,amber
53797,2019-02-25 09:30:01,,amber,green
53798,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53798,2019-02-07 06:30:00,2019-02-11 06:30:01,green,amber
53798,2019-02-11 06:30:01,2019-02-14 09:30:00,amber,green
53798,2019-02-14 09:30:00,2019-02-25 09:30:01,green,amber
53798,2019-02-25 09:30:01,2019-03-28 09:30:01,amber,green
53798,2019-03-28 09:30:01,2019-03-28 15:30:01,green,amber
53798,2019-03-28 15:30:01,,amber,green
53799,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53799,2019-02-07 06:30:00,2019-02-08 06:30:00,green,amber
53799,2019-02-08 06:30:00,2019-02-14 09:30:00,amber,green
53799,2019-02-14 09:30:00,2019-02-25 04:00:02,green,amber
53799,2019-02-25 04:00:02,2019-03-28 09:30:01,amber,green
53799,2019-03-28 09:30:01,2019-04-01 08:30:01,green,amber
53799,2019-04-01 08:30:01,2019-04-15 14:30:01,amber,green
53799,2019-04-15 14:30:01,2019-04-19 05:30:00,green,amber
53799,2019-04-19 05:30:00,2019-04-26 11:30:01,amber,green
53799,2019-04-26 11:30:01,2019-05-08 05:30:04,green,amber
53799,2019-05-08 05:30:04,,amber,green
53800,2019-01-31 04:00:00,2019-02-07 06:30:00,"",green
53800,2019-02-07 06:30:00,2019-02-18 06:30:01,green,amber
53800,2019-02-18 06:30:01,2019-02-18 09:30:00,amber,green
53800,2019-02-18 09:30:00,2019-02-25 09:30:01,green,amber
53800,2019-02-25 09:30:01,2019-03-28 09:30:01,amber,green
53800,2019-03-28 09:30:01,2019-03-28 15:30:01,green,amber
53800,2019-03-28 15:30:01,,amber,green
53801,2019-01-31 04:00:00,2019-02-13 15:30:00,"",green
53801,2019-02-13 15:30:00,2019-02-25 04:00:02,green,amber
53801,2019-02-25 04:00:02,2019-03-28 09:30:01,amber,green
53801,2019-03-28 09:30:01,2019-04-01 08:30:01,green,amber
53801,2019-04-01 08:30:01,,amber,green
53802,2019-01-31 04:00:00,2019-02-06 12:30:00,"",green
53802,2019-02-06 12:30:00,2019-02-19 06:30:01,green,amber
53802,2019-02-19 06:30:01,2019-02-20 11:00:01,amber,green
53802,2019-02-20 11:00:01,2019-03-22 04:00:01,green,amber
53802,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53802,2019-06-13 03:00:02,,red,green
53803,2019-01-31 17:00:00,2019-02-15 12:30:05,"",green
53803,2019-02-15 12:30:05,2019-02-18 11:00:01,green,amber
53803,2019-02-18 11:00:01,,amber,green
53804,2019-01-31 17:00:00,2019-02-05 04:00:01,"",green
53804,2019-02-05 04:00:01,2019-02-05 17:00:09,green,amber
53804,2019-02-05 17:00:09,,amber,red
53805,2019-01-31 17:00:00,2019-02-12 15:30:01,"",green
53805,2019-02-12 15:30:01,2019-02-15 14:00:00,green,amber
53805,2019-02-15 14:00:00,,amber,green
53806,2019-01-31 20:30:01,2019-02-07 08:00:01,"",green
53806,2019-02-07 08:00:01,2019-02-14 15:30:00,green,amber
53806,2019-02-14 15:30:00,2019-02-15 12:30:05,amber,green
53806,2019-02-15 12:30:05,2019-02-23 04:00:01,green,amber
53806,2019-02-23 04:00:01,2019-06-13 03:00:02,amber,red
53806,2019-06-13 03:00:02,,red,green
53807,2019-01-31 20:30:01,2019-02-07 08:00:01,"",green
53807,2019-02-07 08:00:01,2019-02-14 15:30:00,green,amber
53807,2019-02-14 15:30:00,2019-02-15 12:30:05,amber,green
53807,2019-02-15 12:30:05,2019-03-22 04:00:01,green,amber
53807,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53807,2019-06-13 03:00:02,,red,green
53808,2019-02-01 04:00:01,2019-02-05 04:00:01,"",green
53808,2019-02-05 04:00:01,2019-02-15 12:30:05,green,amber
53808,2019-02-15 12:30:05,2019-02-18 09:30:00,amber,green
53808,2019-02-18 09:30:00,2019-03-22 04:00:01,green,amber
53808,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53808,2019-06-13 03:00:02,,red,green
53809,2019-02-01 04:00:01,2019-02-05 10:30:02,"",green
53809,2019-02-05 10:30:02,2019-02-12 08:00:01,green,amber
53809,2019-02-12 08:00:01,2019-02-15 12:30:05,amber,green
53809,2019-02-15 12:30:05,2019-02-19 15:30:01,green,amber
53809,2019-02-19 15:30:01,2019-03-21 15:30:01,amber,green
53809,2019-03-21 15:30:01,2019-04-19 08:30:01,green,amber
53809,2019-04-19 08:30:01,2019-05-23 11:30:00,amber,green
53809,2019-05-23 11:30:00,,green,amber
53810,2019-02-04 17:00:01,2019-03-06 14:00:00,"",green
53810,2019-03-06 14:00:00,2019-03-27 04:00:01,green,amber
53810,2019-03-27 04:00:01,2019-04-10 03:00:01,amber,green
53810,2019-04-10 03:00:01,2019-04-18 10:00:01,green,amber
53810,2019-04-18 10:00:01,,amber,green
53811,2019-02-04 17:00:01,2019-03-14 15:30:00,"",green
53811,2019-03-14 15:30:00,2019-04-04 08:30:00,green,amber
53811,2019-04-04 08:30:00,2019-04-23 13:00:01,amber,green
53811,2019-04-23 13:00:01,2019-06-10 10:00:07,green,amber
53811,2019-06-10 10:00:07,,amber,green
53812,2019-02-04 17:00:01,2019-02-15 14:00:00,"",green
53812,2019-02-15 14:00:00,2019-02-18 11:00:01,green,amber
53812,2019-02-18 11:00:01,,amber,green
53813,2019-02-04 20:30:02,2019-02-11 12:30:00,"",green
53813,2019-02-11 12:30:00,2019-02-15 11:00:01,green,amber
53813,2019-02-15 11:00:01,2019-02-20 11:00:01,amber,green
53813,2019-02-20 11:00:01,2019-02-21 15:30:01,green,amber
53813,2019-02-21 15:30:01,2019-03-20 04:00:01,amber,green
53813,2019-03-20 04:00:01,2019-03-22 04:00:01,green,amber
53813,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53813,2019-06-13 03:00:02,,red,green
53814,2019-02-05 04:00:01,2019-04-10 11:30:00,"",green
53814,2019-04-10 11:30:00,2019-04-17 03:00:01,green,amber
53814,2019-04-17 03:00:01,2019-05-06 08:30:09,amber,green
53814,2019-05-06 08:30:09,,green,amber
53815,2019-02-05 04:00:01,2019-02-18 12:30:01,"",green
53815,2019-02-18 12:30:01,2019-02-22 04:00:02,green,amber
53815,2019-02-22 04:00:02,2019-02-22 14:00:02,amber,green
53815,2019-02-22 14:00:02,2019-03-01 10:39:43,green,amber
53815,2019-03-01 10:39:43,2019-03-01 12:30:01,amber,green
53815,2019-03-01 12:30:01,2019-03-04 09:30:00,green,amber
53815,2019-03-04 09:30:00,2019-03-05 09:30:01,amber,green
53815,2019-03-05 09:30:01,2019-03-21 14:00:01,green,amber
53815,2019-03-21 14:00:01,2019-04-19 03:00:01,amber,green
53815,2019-04-19 03:00:01,2019-05-07 13:00:08,green,amber
53815,2019-05-07 13:00:08,2019-06-05 08:30:47,amber,green
53815,2019-06-05 08:30:47,2019-06-14 13:00:00,green,amber
53815,2019-06-14 13:00:00,,amber,green
53816,2019-02-07 04:00:02,2019-02-15 04:00:02,"",green
53816,2019-02-15 04:00:02,2019-02-26 04:00:01,green,red
53816,2019-02-26 04:00:01,2019-04-29 08:30:01,red,green
53816,2019-04-29 08:30:01,2019-04-30 08:30:01,green,amber
53816,2019-04-30 08:30:01,2019-05-10 13:00:09,amber,green
53816,2019-05-10 13:00:09,2019-05-15 14:30:06,green,amber
53816,2019-05-15 14:30:06,,amber,green
53817,2019-02-07 04:00:02,2019-02-18 12:30:01,"",green
53817,2019-02-18 12:30:01,2019-02-18 14:00:01,green,amber
53817,2019-02-18 14:00:01,2019-03-14 09:30:01,amber,green
53817,2019-03-14 09:30:01,,green,red
53818,2019-02-08 04:00:01,2019-02-27 09:30:01,"",green
53818,2019-02-27 09:30:01,2019-02-27 14:00:01,green,red
53818,2019-02-27 14:00:01,,red,green
53819,2019-02-08 04:00:01,2019-02-13 12:30:00,"",green
53819,2019-02-13 12:30:00,2019-02-22 04:00:02,green,amber
53819,2019-02-22 04:00:02,2019-02-25 11:00:01,amber,green
53819,2019-02-25 11:00:01,2019-05-27 13:00:04,green,amber
53819,2019-05-27 13:00:04,,amber,green
53820,2019-02-11 04:00:02,2019-02-14 09:30:00,"",green
53820,2019-02-14 09:30:00,2019-02-15 09:30:01,green,amber
53820,2019-02-15 09:30:01,2019-02-20 11:00:01,amber,green
53820,2019-02-20 11:00:01,2019-03-22 04:00:01,green,amber
53820,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53820,2019-06-13 03:00:02,,red,green
53821,2019-02-11 04:00:02,2019-02-20 11:00:01,"",green
53821,2019-02-20 11:00:01,2019-03-22 04:00:01,green,amber
53821,2019-03-22 04:00:01,2019-06-13 03:00:02,amber,red
53821,2019-06-13 03:00:02,,red,green
53822,2019-02-11 06:30:01,2019-02-21 12:30:01,"",green
53822,2019-02-21 12:30:01,2019-02-28 14:00:01,green,amber
53822,2019-02-28 14:00:01,2019-04-04 08:30:00,amber,green
53822,2019-04-04 08:30:00,2019-05-03 05:30:04,green,amber
53822,2019-05-03 05:30:04,2019-05-07 14:30:04,amber,green
53822,2019-05-07 14:30:04,2019-05-09 08:30:07,green,amber
53822,2019-05-09 08:30:07,2019-05-13 03:00:03,amber,green
53822,2019-05-13 03:00:03,,green,amber
53823,2019-02-11 12:30:00,2019-02-21 04:00:01,"",green
53823,2019-02-21 04:00:01,2019-02-22 15:30:01,green,amber
53823,2019-02-22 15:30:01,,amber,green
53824,2019-02-11 12:30:00,,"",green
53825,2019-02-11 12:30:00,2019-02-15 08:00:01,"",green
53825,2019-02-15 08:00:01,2019-02-19 11:00:01,green,amber
53825,2019-02-19 11:00:01,2019-03-21 14:00:01,amber,green
53825,2019-03-21 14:00:01,2019-04-04 13:00:01,green,amber
53825,2019-04-04 13:00:01,2019-05-25 03:00:01,amber,green
53825,2019-05-25 03:00:01,2019-05-30 14:30:04,green,amber
53825,2019-05-30 14:30:04,2019-06-14 13:00:00,amber,green
53825,2019-06-14 13:00:00,,green,amber
53826,2019-02-11 12:30:00,2019-02-15 08:00:01,"",green
53826,2019-02-15 08:00:01,2019-02-19 11:00:01,green,amber
53826,2019-02-19 11:00:01,2019-03-21 14:00:01,amber,green
53826,2019-03-21 14:00:01,2019-04-04 13:00:01,green,amber
53826,2019-04-04 13:00:01,2019-05-24 14:30:01,amber,green
53826,2019-05-24 14:30:01,2019-05-30 14:30:04,green,amber
53826,2019-05-30 14:30:04,2019-06-14 13:00:00,amber,green
53826,2019-06-14 13:00:00,,green,amber
53827,2019-02-11 12:30:00,2019-03-22 04:00:01,"",green
53827,2019-03-22 04:00:01,2019-04-11 03:00:01,green,amber
53827,2019-04-11 03:00:01,2019-06-14 13:00:00,amber,green
53827,2019-06-14 13:00:00,,green,amber
53828,2019-02-11 15:30:01,2019-03-13 04:00:00,"",green
53828,2019-03-13 04:00:00,2019-04-10 03:00:01,green,amber
53828,2019-04-10 03:00:01,2019-05-15 13:00:11,amber,green
53828,2019-05-15 13:00:11,,green,amber
53829,2019-02-12 04:00:02,,"",green
53830,2019-02-12 09:30:00,,"",green
53831,2019-02-13 04:00:02,2019-02-15 15:30:01,"",green
53831,2019-02-15 15:30:01,,green,red
53832,2019-02-13 04:00:02,2019-04-05 08:30:00,"",green
53832,2019-04-05 08:30:00,2019-04-08 10:00:00,green,amber
53832,2019-04-08 10:00:00,,amber,green
53833,2019-02-13 04:00:02,2019-03-25 14:00:00,"",green
53833,2019-03-25 14:00:00,2019-04-03 03:00:01,green,amber
53833,2019-04-03 03:00:01,,amber,green
53834,2019-02-13 14:00:01,2019-02-20 09:30:01,"",green
53834,2019-02-20 09:30:01,2019-02-21 04:00:01,green,amber
53834,2019-02-21 04:00:01,,amber,green
